product_id,title,price,image_url,url
118,Rust Solid Wide Leg Jumpsuit,₹1509,https://assets.newme.asia/wp-content/uploads/2026/02/26143317b988d277/NM-PRC-3-JMP-26-JAN-30481-RUST(1).webp,https://newme.asia/product/rust-solid-wide-leg-jumpsuit
119,Black Fitted Squareneck Jumpsuit,₹999,https://assets.newme.asia/wp-content/uploads/2025/07/2814321479ee27ac/NM-PRC-12-JMP-25-JUL-23298-BLACK(1).webp,https://newme.asia/product/black-fitted-squareneck-jumpsuit
120,Blue Mid Rise Sequin Wrap Skirt,₹679,https://assets.newme.asia/wp-content/uploads/2026/04/2405541714e34672/NM-IN-54-SKT-26-MAR-31491-BLUE(0).webp,https://newme.asia/product/blue-mid-rise-sequin-wrap-skirt
121,White Mid Rise Sequin Wrap Skirt,₹679,https://assets.newme.asia/wp-content/uploads/2026/04/24055339cabef7a0/NM-IN-54-SKT-26-MAR-31491-WHITE(0).webp,https://newme.asia/product/white-mid-rise-sequin-wrap-skirt
122,White Sequined Floral Sheer Dress,₹1039,https://assets.newme.asia/wp-content/uploads/2026/05/18082730628e83e1/NM-IN-54-DRS-26-MAR-31587-WHITE(0).webp,https://newme.asia/product/white-sequined-floral-sheer-dress
123,Black Sequined Floral Sheer Dress,₹1129,https://assets.newme.asia/wp-content/uploads/2026/04/24055716acc08e09/NM-IN-54-DRS-26-MAR-31586-BLACK(0).webp,https://newme.asia/product/black-sequined-floral-sheer-dress
124,Brown Ethnic Print Maxi Dress,₹1549,https://assets.newme.asia/wp-content/uploads/2026/05/211805206e8b976c/NM-PRC-44-DRS-26-MAY-33858-BROWN(1).webp,https://newme.asia/product/brown-ethnic-print-maxi-dress
125,Light Blue Schiffli Mid Rise Shorts,₹679,https://assets.newme.asia/wp-content/uploads/2026/04/2913185150d79e67/NM-IN-56-SHO-26-MAR-22624-LIGHTBLUE(0).webp,https://newme.asia/product/light-blue-schiffli-mid-rise-shorts
126,Orange Geometric Midi Dress,₹1299,https://assets.newme.asia/wp-content/uploads/2026/05/151904377333cf4c/NM-PRC-376-DRS-26-APR-33020-ORANGE(1).webp,https://newme.asia/product/orange-geometric-midi-dress
127,Navy Blue Ethnic Print Mini Dress,₹1199,https://assets.newme.asia/wp-content/uploads/2026/05/151904029bf0936d/NM-PRC-427-DRS-26-APR-32994-NAVY(1).webp,https://newme.asia/product/navy-blue-ethnic-print-mini-dress
128,Wine Ethnic Print Maxi Dress,₹1549,https://assets.newme.asia/wp-content/uploads/2026/05/211805287c6923b7/NM-PRC-44-DRS-26-MAY-33858-WINE(1).webp,https://newme.asia/product/wine-ethnic-print-maxi-dress
129,Black Floral Smocked Maxi Dress,₹1599,https://assets.newme.asia/wp-content/uploads/2026/05/21171919c63b912f/NM-PRC-159-DRS-26-MAY-33635-BLACK(1).webp,https://newme.asia/product/black-floral-smocked-maxi-dress-2
130,Navy Blue Ethnic Print Mini Dress,₹1299,https://assets.newme.asia/wp-content/uploads/2026/05/15190457b218c7d2/NM-PRC-12-DRS-26-APR-33032-NAVY(1).webp,https://newme.asia/product/navy-blue-ethnic-print-mini-dress-2
131,Blue Geometric Midi Dress,₹1299,https://assets.newme.asia/wp-content/uploads/2026/05/15190425bc522285/NM-PRC-376-DRS-26-APR-33020-BLUE(1).webp,https://newme.asia/product/blue-geometric-midi-dress
132,White Contrast Detailed Shirt,₹819,https://assets.newme.asia/wp-content/uploads/2026/04/2913204945f60a5f/NM-IN-56-SHT-26-MAR-22627-WHITE(0).webp,https://newme.asia/product/white-contrast-detailed-shirt
133,Green Ethnic Print Tieup Detail Top,₹449,https://assets.newme.asia/wp-content/uploads/2025/09/09123818234f1ed8/NM-IN-56-BLS-25-AUG-21202-GREEN_(1).webp,https://newme.asia/product/green-ethnic-print-tieup-detail-top
134,Light Blue Ethnic Print Halter Top,₹819,https://assets.newme.asia/wp-content/uploads/2026/03/18092042da6b8522/NM-IN-54-BLS-26-FEB-31479-LIGHTBLUE(0).webp,https://newme.asia/product/light-blue-ethnic-print-halter-top
135,Black Embellished Sheer Vneck Top,₹909,https://assets.newme.asia/wp-content/uploads/2025/08/06135429973aca43/NM-PRC-176-BLS-25-AUG-21234-BLACK_(1).webp,https://newme.asia/product/black-embellished-sheer-vneck-top
136,White Ethnic Print Mini Dress,₹869,https://assets.newme.asia/wp-content/uploads/2026/02/10113236cfb9860d/NM-IN-56-DRS-25-NOV-26321-WHITE(0).webp,https://newme.asia/product/white-ethnic-print-mini-dress
137,Navy Blue Floral High Rise Trousers,₹619,https://assets.newme.asia/wp-content/uploads/2025/08/2813103383ea75a8/NM-PRC-146-TRS-25-AUG-21442-NAVYBLUE_(1).webp,https://newme.asia/product/navy-blue-floral-high-rise-trousers
138,Blue Floral Wrap Mini Skorts,₹679,https://assets.newme.asia/wp-content/uploads/2026/03/2714174004397467/NM-PRC-442-SKO-26-MAR-32114-BLUE(1).webp,https://newme.asia/product/blue-floral-wrap-mini-skorts
139,Green Ethnic Print Tie-Up Detail Top,₹499,https://assets.newme.asia/wp-content/uploads/2025/09/09124322a79a0010/NM-IN-56-BLS-25-AUG-21261-GREEN_(1).webp,https://newme.asia/product/green-ethnic-print-tie-up-detail-top
140,Green Ethnic Print Buttoned Shirt,₹1199,https://assets.newme.asia/wp-content/uploads/2026/03/12140413ddb3b3ba/NM-PRC-417-SHT-26-JAN-30056-GREEN(1).webp,https://newme.asia/product/green-ethnic-print-buttoned-shirt
141,Black Embroidered Ethnic A-Line Dress,₹1219,https://assets.newme.asia/wp-content/uploads/2026/03/28134513fbe34d5f/NM-PRC-159-DRS-26-MAR-32194-BLACK(1).webp,https://newme.asia/product/black-embroidered-ethnic-a-line-dress
142,Teal Sequin Embellished Halter Top,₹429,https://assets.newme.asia/wp-content/uploads/2025/12/3008535114eb86ce/NM-IN-56-BLS-25-DEC-22169-TEAL(1).webp,https://newme.asia/product/teal-sequin-embellished-halter-top
143,Off White Ethnic Print Mini Dress,₹979,https://assets.newme.asia/wp-content/uploads/2026/03/27143432dd8a9494/NM-PRC-442-DRS-26-MAR-32118-OFFWHITE(1).webp,https://newme.asia/product/off-white-ethnic-print-mini-dress
144,Off White Floral High Rise Pants,₹1099,https://assets.newme.asia/wp-content/uploads/2025/06/2021264367930be8/8b48abe0.webp,https://newme.asia/product/off-white-floral-high-rise-pants
145,Light Blue Schiffli Co-Ord Set,₹1349,https://assets.newme.asia/wp-content/uploads/2026/04/01100354c72ea922/NM-IN-54-CRD-26-FEB-31472-LIGHTBLUE(0).webp,https://newme.asia/product/light-blue-schiffli-co-ord-set
146,Black Ethnic Print Halter Tie-Up Top,₹429,https://assets.newme.asia/wp-content/uploads/2025/10/08081457635a1d1d/NM-IN-56-BLS-25-OCT-21747-BLACK_(1).webp,https://newme.asia/product/red-ethnic-print-halter-tie-up-top-2
147,Blue Ethnic Print V-Neck Top,₹459,https://assets.newme.asia/wp-content/uploads/2025/09/29063242f14a4569/NM-IN-56-BLS-25-AUG-21241-BLUE__(1).webp,https://newme.asia/product/blue-ethnic-print-v-neck-top
148,Sage Embroidered Tie Up Maxi Dress,₹1349,https://assets.newme.asia/wp-content/uploads/2025/12/18140403100cb5a7/NM-PRC-391-DRS-25-DEC-28658-SAGE(1).webp,https://newme.asia/product/sage-embroidered-tie-up-maxi-dress
149,Dark Blue Ethnic Print Square Neck Top,₹429,https://assets.newme.asia/wp-content/uploads/2025/10/080814142f4460a6/NM-IN-56-BLS-25-OCT-21742-DARKBLUE_(1).webp,https://newme.asia/product/dark-blue-ethnic-print-square-neck-top
150,Black Sequinned Shirt,₹899,https://assets.newme.asia/wp-content/uploads/2025/07/232004433375b575/NM-IN-56-SHT-24-NOV-10884-BLACK_(1).webp,https://newme.asia/product/black-sequinned-shirt
151,Blue Striped Crop Shirt,₹409,https://assets.newme.asia/wp-content/uploads/2025/07/22171913a13ab80c/NM-IN-56-SHT-25-FEB-12802-BLUE(1).webp,https://newme.asia/product/blue-striped-crop-shirt
152,Black Floral Buttoned Shirt,₹769,https://assets.newme.asia/wp-content/uploads/2026/03/181413133de41952/NM-PRC-437-SHT-26-MAR-31675-BLACK(1).webp,https://newme.asia/product/black-floral-buttoned-shirt
153,Blue Striped Button Down Shirt,₹1189,https://assets.newme.asia/wp-content/uploads/2025/09/0513553841733467/NM-PRC-144-SHT-25-SEP-24560-BLUE(1).webp,https://newme.asia/product/blue-striped-button-down-shirt-4
154,Green Ethnic Print Buttoned Shirt,₹1199,https://assets.newme.asia/wp-content/uploads/2026/03/12140413ddb3b3ba/NM-PRC-417-SHT-26-JAN-30056-GREEN(1).webp,https://newme.asia/product/green-ethnic-print-buttoned-shirt
155,Beige Striped Oversized Shirt,₹829,https://assets.newme.asia/wp-content/uploads/2025/11/26135442b88c40db/NM-PRC-391-SHT-25-NOV-27590-BEIGE(1).webp,https://newme.asia/product/beige-striped-oversized-shirt
156,White Striped Button Down Shirt,₹1049,https://assets.newme.asia/wp-content/uploads/2025/08/071613524b022b33/NM-PRC-341-SHT-25-AUG-23552-WHITE(1).webp,https://newme.asia/product/white-striped-button-down-shirt
157,Light Blue Striped Oversized Shirt,₹1049,https://assets.newme.asia/wp-content/uploads/2026/05/08095848f8ed6241/NM-IN-56-SHT-25-SEP-25067-LIGHTBLUE(0).webp,https://newme.asia/product/light-blue-striped-oversized-shirt-7
158,White Striped Ruched Shirt,₹799,https://assets.newme.asia/wp-content/uploads/2026/03/181414120be2decf/NM-PRC-374-SHT-26-MAR-31686-WHITE(1).webp,https://newme.asia/product/white-striped-ruched-shirt
159,White Solid Buttoned Shirt,₹1069,https://assets.newme.asia/wp-content/uploads/2026/03/18141357f3b9fec6/NM-PRC-374-SHT-26-MAR-31685-WHITE(1).webp,https://newme.asia/product/white-solid-buttoned-shirt-7
160,White Solid Spread Collar Oversized Shirt,₹639,https://assets.newme.asia/wp-content/uploads/2025/07/23194005322fdb1c/NM-IN-56-SHT-24-SEP-9219-WHITE(1).webp,https://newme.asia/product/white-solid-spread-collar-oversized-shirt
161,Yellow Striped Regular Shirt,₹909,https://assets.newme.asia/wp-content/uploads/2025/08/250927390f2ef18f/NM-IN-56-SHT-25-MAY-16463-YELLOW(1).webp,https://newme.asia/product/yellow-striped-regular-shirt-2
162,White Solid Button Down Shirt,₹1099,https://assets.newme.asia/wp-content/uploads/2025/10/30154059688188f7/NM-PRC-391-SHT-25-OCT-25811-WHITE(1).webp,https://newme.asia/product/white-solid-button-down-shirt-4
163,Red Plaid Oversized Button Down Shirt,₹1439,https://assets.newme.asia/wp-content/uploads/2025/09/2911364948f3f771/NM-PRC-376-SHT-25-SEP-25069-RED(1).webp,https://newme.asia/product/red-plaid-oversized-button-down-shirt
164,Light Brown Plaid Oversized Button Down Shirt,₹1669,https://assets.newme.asia/wp-content/uploads/2025/09/2911364429ebfb5f/NM-PRC-376-SHT-25-SEP-25069-LIGHTBROWN(1).webp,https://newme.asia/product/light-brown-plaid-oversized-button-down-shirt
165,Beige Cinched Waist Plaid Shirt,₹819,https://assets.newme.asia/wp-content/uploads/2026/05/080958299c29b93f/NM-IN-56-SHT-25-DEC-29399-BEIGE(0).webp,https://newme.asia/product/beige-cinched-waist-plaid-shirt-4
166,Wine Fitted Tie-Up Shirt,₹1599,https://assets.newme.asia/wp-content/uploads/2026/05/08095844875a5878/NM-IN-56-SHT-25-DEC-28134-WINE(0).webp,https://newme.asia/product/wine-fitted-tie-up-shirt-2
167,Light Yellow Striped Oversized Shirt,₹1049,https://assets.newme.asia/wp-content/uploads/2025/09/29113635e6443665/NM-PRC-309-SHT-25-SEP-25067-LIGHTYELLOW(1).webp,https://newme.asia/product/light-yellow-striped-oversized-shirt
168,White Lace Band Collar Shirt,₹1099,https://assets.newme.asia/wp-content/uploads/2026/03/1111232626dacd14/NM-PRC-339-SHT-26-FEB-31283-WHITE(1).webp,https://newme.asia/product/white-lace-band-collar-shirt
169,Blue Pinstripe Fitted Button Down Shirt,₹679,https://assets.newme.asia/wp-content/uploads/2025/09/2911371956c6a0a3/NM-PRC-374-SHT-25-SEP-25079-BLUE(1).webp,https://newme.asia/product/blue-pinstripe-fitted-button-down-shirt
170,White Solid Fitted Buttoned Shirt,₹1069,https://assets.newme.asia/wp-content/uploads/2026/03/311441430d7d8475/NM-PRC-448-SHT-26-MAR-32359-WHITE(1).webp,https://newme.asia/product/white-solid-fitted-buttoned-shirt-2
171,Multi Color Striped Button Down Shirt,₹1179,https://assets.newme.asia/wp-content/uploads/2025/10/30154128093849ac/NM-PRC-341-SHT-25-OCT-25833-BEIGE(1).webp,https://newme.asia/product/multi-color-striped-button-down-shirt-2
172,Red Ruffled Buttoned Gingham Shirt,₹1199,https://assets.newme.asia/wp-content/uploads/2026/05/21154114c5a8ce68/NM-PRC-184-SHT-26-MAY-33604-RED(1).webp,https://newme.asia/product/red-ruffled-buttoned-gingham-shirt
173,Cream Embroidered Floral Collar Shirt,₹1189,https://assets.newme.asia/wp-content/uploads/2026/03/101136399298b81e/NM-PRC-417-SHT-26-FEB-31126-CREAM(1).webp,https://newme.asia/product/cream-embroidered-floral-collar-shirt
174,Beige Oversized Striped Button Down Shirt,₹1269,https://assets.newme.asia/wp-content/uploads/2025/08/071614106e5b4508/NM-PRC-347-SHT-25-AUG-23558-BEIGE(1).webp,https://newme.asia/product/beige-oversized-striped-button-down-shirt
175,Black Fitted Button Down Shirt,₹619,https://assets.newme.asia/wp-content/uploads/2025/07/251007452f26cdae/NM-IN-56-SHT-25-FEB-14474-BLACK_(1).webp,https://newme.asia/product/black-fitted-button-down-shirt
176,Light Yellow Solid Buttoned Shirt,₹1099,https://assets.newme.asia/wp-content/uploads/2026/05/151453308154823e/NM-PRC-374-SHT-26-MAR-31685-LIGHTYELLOW(1).webp,https://newme.asia/product/light-yellow-solid-buttoned-shirt
177,Dark Blue Striped Buttoned Shirt,₹1199,https://assets.newme.asia/wp-content/uploads/2026/05/15144413caee0439/NM-PRC-448-SHT-26-MAY-33531-DARKBLUE(1).webp,https://newme.asia/product/dark-blue-striped-buttoned-shirt
178,Red Striped Buttoned Shirt,₹1099,https://assets.newme.asia/wp-content/uploads/2026/05/15191335d56cefd5/NM-PRC-312-SHT-26-APR-33036-RED(1).webp,https://newme.asia/product/red-striped-buttoned-shirt
179,Black Lace Band Collar Shirt,₹1099,https://assets.newme.asia/wp-content/uploads/2026/03/11112320beca7267/NM-PRC-339-SHT-26-FEB-31283-BLACK(1).webp,https://newme.asia/product/black-lace-band-collar-shirt
180,White Studded Scoop Neck Crop Top,₹799,https://assets.newme.asia/wp-content/uploads/2026/04/01142140d0072d03/NM-PRC-339-BLS-26-APR-32444-WHITE(1).webp,https://newme.asia/product/white-studded-scoop-neck-crop-top
181,Olive Green Square Neck Top,₹689,https://assets.newme.asia/wp-content/uploads/2026/01/02112637e5712406/NM-PRC-191-BLS-26-JAN-29548-OLIVE(1).webp,https://newme.asia/product/olive-green-square-neck-top
182,Printed Halter Neck Top,₹679,https://assets.newme.asia/wp-content/uploads/2025/06/021859489a185a59/NM-IN-56-BLS-23-JUN-917-DKBLUE(1).webp,https://newme.asia/product/printed-halter-neck-top-2
183,Light Brown Square Neck Top,₹679,https://assets.newme.asia/wp-content/uploads/2026/01/021126379c61748c/NM-PRC-191-BLS-26-JAN-29548-LIGHTBROWN(1).webp,https://newme.asia/product/light-brown-square-neck-top
184,Black Pu Textured Scoop Neck Top,₹799,https://assets.newme.asia/wp-content/uploads/2026/05/1514300992b04d68/NM-PRC-186-BLS-26-MAY-33511-BLACK(1).webp,https://newme.asia/product/black-pu-textured-scoop-neck-top
185,Polyamide Crop Tank Top,₹369,https://assets.newme.asia/wp-content/uploads/2025/07/23205923af245425/NM-IN-56-BLS-25-MAY-16534-LIGHTPINK(1).webp,https://newme.asia/product/light-pink-crop-tank-top
186,Maroon Solid Fitted Scoop Neck Top,₹739,https://assets.newme.asia/wp-content/uploads/2025/06/202123191483e1c6/0771047c.webp,https://newme.asia/product/maroon-solid-fitted-scoop-neck-top
187,Graphic Tshirt,₹279,https://assets.newme.asia/wp-content/uploads/2025/07/232059072817acae/NM-IN-56-BLS-25-MAY-16527-BLACK_(1).webp,https://newme.asia/product/graphic-tshirt-42
188,Black Studded Scoop Neck Crop Top,₹859,https://assets.newme.asia/wp-content/uploads/2026/04/01142134fcdd68ef/NM-PRC-339-BLS-26-APR-32444-BLACK(1).webp,https://newme.asia/product/black-studded-scoop-neck-crop-top
189,Grey Halter Bodysuit,₹819,https://assets.newme.asia/wp-content/uploads/2024/05/020927143d84d652/NM-PRC-3-BDS-24-APR-5366-GREY(1).webp,https://newme.asia/product/grey-halter-bodysuit
190,White Fitted Solid Tank Top,₹459,https://assets.newme.asia/wp-content/uploads/2026/04/271041309fb1cdc5/NM-IN-56-TAT-24-APR-4740-WHITE(0).webp,https://newme.asia/product/white-fitted-solid-tank-top-3
191,Brown Striped Round Neck Top,₹499,https://assets.newme.asia/wp-content/uploads/2026/03/3014305549b32518/NM-PRC-198-BLS-26-MAR-32278-BROWN(1).webp,https://newme.asia/product/brown-striped-round-neck-top
192,Graphic Tshirt,₹459,https://assets.newme.asia/wp-content/uploads/2026/04/220704292520fb50/NM-IN-56-BLS-25-MAY-16526-WHITE(0).webp,https://newme.asia/product/graphic-tshirt-21
193,Light Blue Scoop Neck Top,₹699,https://assets.newme.asia/wp-content/uploads/2026/05/15142916be0f5ce4/NM-PRC-445-BLS-26-MAY-33500-LIGHTBLUE(1).webp,https://newme.asia/product/light-blue-scoop-neck-top-4
194,Greyish Blue Asymmetric Neck Tank Top,₹669,https://assets.newme.asia/wp-content/uploads/2024/05/02092435dc41b5ac/NM-PRC-3-TAT-24-APR-5415-GREYBLUE(1).webp,https://newme.asia/product/greyish-blue-asymmetric-neck-tank-top
195,Brown Set Of 2 Embroidered Scoop Top,₹999,https://assets.newme.asia/wp-content/uploads/2026/05/151924298bb1cfce/NM-PRC-347-BLS-26-MAY-33504-BROWN(1).webp,https://newme.asia/product/brown-set-of-2-embroidered-scoop-top
196,White Crop Tank Top,₹499,https://assets.newme.asia/wp-content/uploads/2024/04/25135348d115d7a9/NM-PRC-61-TAT-24-APR-5293-WHITE(1).webp,https://newme.asia/product/white-crop-tank-top
197,Black Boat Neck Fitted Tank Top,₹729,https://assets.newme.asia/wp-content/uploads/2024/04/26122608806dcbbe/NM-PRC-108-TAT-24-APR-5310-BLACK(1).webp,https://newme.asia/product/black-boat-neck-fitted-tank-top
198,Grey Solid Backless Scoop Neck Top,₹349,https://assets.newme.asia/wp-content/uploads/2025/10/24065958ce2a6a75/NM-IN-56-BLS-25-JUN-20163-GREY(1).webp,https://newme.asia/product/grey-solid-backless-scoop-neck-top-2
199,Light Olive Crop Tank Top,₹409,https://assets.newme.asia/wp-content/uploads/2025/05/23121530abad64da/NM-IN-56-BLS-25-MAY-16534-LIGHTOLIVE(1).webp,https://newme.asia/product/light-olive-crop-tank-top
200,Light Yellow Scoop Neck Tank Top,₹449,https://assets.newme.asia/wp-content/uploads/2025/07/25100734925fe7ee/NM-IN-56-BLS-25-JAN-12505-LIGHTYELLOW_(1).webp,https://newme.asia/product/light-yellow-scoop-neck-tank-top
201,Peach Printed Tank Top,₹819,https://assets.newme.asia/wp-content/uploads/2023/11/30094121/NM-PRC-87-BLS-23-NOV-1619-GREEN-1.webp,https://newme.asia/product/peach-printed-tank-top-3
202,Black Typographic Tank Top,₹549,https://assets.newme.asia/wp-content/uploads/2024/06/06124122f236d70f/NM-PRC-152-TAT-24-JUN-6176-BLACK(1).webp,https://newme.asia/product/black-typographic-tank-top-2
203,Black Solid Lace Crop Top,₹799,https://assets.newme.asia/wp-content/uploads/2026/05/2115300800190a32/NM-PRC-313-BLS-26-MAY-33894-BLACK(1).webp,https://newme.asia/product/black-solid-lace-crop-top-2
204,Black Typography Ombre Crop Top,₹799,https://assets.newme.asia/wp-content/uploads/2026/05/2115074372cb897f/NM-PRC-91-BLS-26-MAY-33727-BLACK(1).webp,https://newme.asia/product/black-typography-ombre-crop-top
205,Yellow Solid Cut Out Top,₹599,https://assets.newme.asia/wp-content/uploads/2026/05/2115080930aca6b2/NM-PRC-194-BLS-25-JUL-23339-YELLOW(1).webp,https://newme.asia/product/yellow-solid-cut-out-top
206,Brown Leopard Printed Top,₹699,https://assets.newme.asia/wp-content/uploads/2026/05/21144506d5f5263f/NM-PRC-186-BLS-26-MAY-33642-BROWN(1).webp,https://newme.asia/product/brown-leopard-printed-top
207,Light Pink Strappy Slim Fit Tank Top,₹799,https://assets.newme.asia/wp-content/uploads/2024/12/05133829fb9c8dfc/NM-PRC-3-TAT-24-NOV-13241-LIGHTPINK(1).webp,https://newme.asia/product/light-pink-strappy-slim-fit-tank-top
208,Blue Solid High-Rise Jeans,₹1499,https://assets.newme.asia/wp-content/uploads/2026/05/1512141952455167/NM-PRC-392-JNS-26-MAY-33544-BLUE(1).webp,https://newme.asia/product/blue-solid-high-rise-jeans-2
209,Dark Blue Embellished High-Rise Jeans,₹1719,https://assets.newme.asia/wp-content/uploads/2026/05/110954374c5e28d9/NM-IN-56-JNS-26-MAR-22631-DARKBLUE(0).webp,https://newme.asia/product/dark-blue-embellished-high-rise-jeans
210,Blue Mid Rise Straight Fit Jeans,₹1749,https://assets.newme.asia/wp-content/uploads/2025/11/1414410526ce50a5/NM-PRC-386-JNS-25-NOV-26682-LIGHTBLUE(1).webp,https://newme.asia/product/blue-mid-rise-straight-fit-jeans-29
211,Light Blue High Rise Ripped Jeans,₹1719,https://assets.newme.asia/wp-content/uploads/2025/10/06142415b4e2db67/NM-PRC-356-JNS-25-OCT-25206-LIGHTBLUE(1).webp,https://newme.asia/product/light-blue-high-rise-ripped-jeans-7
212,Black Monotone High-Rise Jeans,₹1599,https://assets.newme.asia/wp-content/uploads/2026/03/050802326dd1f33d/NM-PRC-392-JNS-26-JAN-30685-BLACK(1).webp,https://newme.asia/product/black-monotone-high-rise-jeans
213,Dark Blue Solid High-Rise Jeans,₹1699,https://assets.newme.asia/wp-content/uploads/2026/03/050803420c1e49b5/NM-PRC-386-JNS-26-JAN-30746-DARKBLUE(1).webp,https://newme.asia/product/dark-blue-solid-high-rise-jeans-7
214,Black Mid-Rise Drawstring Jeans,₹1649,https://assets.newme.asia/wp-content/uploads/2026/03/050803404953fc82/NM-PRC-392-JNS-26-JAN-30692-BLACK(1).webp,https://newme.asia/product/black-mid-rise-drawstring-jeans
215,Blue Lace Insert Wide-Leg Jeans,₹1099,https://assets.newme.asia/wp-content/uploads/2025/11/14144034236d525d/NM-PRC-386-JNS-25-NOV-26651-LIGHTBLUE(1).webp,https://newme.asia/product/blue-lace-insert-wide-leg-jeans
216,Whie Solid High Rise Jeans,₹1099,https://assets.newme.asia/wp-content/uploads/2026/01/310711030309820b/NM-IN-56-JNS-25-DEC-22297-WHITE(0).webp,https://newme.asia/product/whie-solid-high-rise-jeans
217,Red Solid Mid Rise Jeans,₹1649,https://assets.newme.asia/wp-content/uploads/2026/01/2213470730cbee46/NM-PRC-306-JNS-26-JAN-29859-RED(1).webp,https://newme.asia/product/red-solid-mid-rise-jeans
218,Straight Fit Cargo Jeans,₹789,https://assets.newme.asia/wp-content/uploads/2025/07/23235944820bbf72/NM-IN-56-JNS-25-MAY-16517-LIGHTGREY_(1).webp,https://newme.asia/product/straight-fit-cargo-jeans-7
219,Black Solid Mid Rise Straight Jeans,₹999,https://assets.newme.asia/wp-content/uploads/2025/09/23125545581c5fd7/NM-IN-56-JNS-25-AUG-21315-BLACK_(1).webp,https://newme.asia/product/black-solid-mid-rise-straight-jeans
220,Blue Solid Mid Rise Straight Jeans,₹909,https://assets.newme.asia/wp-content/uploads/2025/09/23125648168d093c/NM-IN-56-JNS-25-AUG-21332-BLUE_(1).webp,https://newme.asia/product/blue-solid-mid-rise-straight-jeans-4
221,Brown High Rise Cargo Jeans,₹1699,https://assets.newme.asia/wp-content/uploads/2026/03/05080139215377ee/NM-PRC-306-JNS-26-JAN-30635-BROWN(1).webp,https://newme.asia/product/brown-high-rise-cargo-jeans
222,Dark Blue Solid Mid Rise Jeans,₹539,https://assets.newme.asia/wp-content/uploads/2025/09/1913292447049096/NM-IN-56-JNS-25-AUG-21320-DARKBLUE_(1).webp,https://newme.asia/product/dark-blue-solid-mid-rise-jeans
223,Darkblue Highrise Straight Jeans,₹699,https://assets.newme.asia/wp-content/uploads/2025/07/31160706f95f6ea3/NM-IN-56-JNS-25-JUL-21138-DARKBLUE_(1).webp,https://newme.asia/product/darkblue-highrise-straight-jeans
224,Straight Fit Cargo Jeans,₹699,https://assets.newme.asia/wp-content/uploads/2025/07/232359327ff1d142/NM-IN-56-JNS-25-MAY-16517-GREEN_(1).webp,https://newme.asia/product/straight-fit-cargo-jeans-4
225,White Bow Print Mid Rise Jeans,₹1199,https://assets.newme.asia/wp-content/uploads/2025/09/15065113c2cfb1a8/NM-PRC-325-JNS-25-AUG-24094-WHITE(1).webp,https://newme.asia/product/white-bow-print-mid-rise-jeans
226,Straight Fit Cargo Jeans,₹699,https://assets.newme.asia/wp-content/uploads/2025/07/232359119cef5a73/NM-IN-56-JNS-25-MAY-16517-DARKGREY_(1).webp,https://newme.asia/product/straight-fit-cargo-jeans
227,Blue Solid Mid Rise Jeans,₹1099,https://assets.newme.asia/wp-content/uploads/2026/02/27132847b266835f/NM-IN-56-JNS-26-FEB-22604-BLUE(0).webp,https://newme.asia/product/blue-solid-mid-rise-jeans
228,Blue Solid Mid Rise Straight Jeans,₹699,https://assets.newme.asia/wp-content/uploads/2025/09/231255271e7dbe47/NM-IN-56-JNS-25-AUG-21312-BLUE_(1).webp,https://newme.asia/product/blue-solid-mid-rise-straight-jeans
229,Burgundy Mid Rise Straight Fit Stretch Jeans,₹759,https://assets.newme.asia/wp-content/uploads/2025/05/171446380303d737/NM-IN-56-JNS-25-MAR-12844-BURGUNDY_(1).webp,https://newme.asia/product/burgundy-mid-rise-straight-fit-stretch-jeans
230,Dark Blue Pinstripe Straight Fit Jeans,₹1309,https://assets.newme.asia/wp-content/uploads/2025/09/150648578f9633a5/NM-PRC-306-JNS-25-JUL-23348-DARKBLUE(1).webp,https://newme.asia/product/dark-blue-pinstripe-straight-fit-jeans
231,Blue Solid Mid Rise Wide Leg Jeans,₹909,https://assets.newme.asia/wp-content/uploads/2025/09/2312562837ffd3b1/NM-IN-56-JNS-25-AUG-21323-BLUE_(1).webp,https://newme.asia/product/blue-solid-mid-rise-wide-leg-jeans-22
232,Black Mid Rise Straight Fit Jeans,₹1149,https://assets.newme.asia/wp-content/uploads/2025/07/23203619cb67dcb4/NM-PRC-306-JNS-25-MAR-15765-BLACK(1).webp,https://newme.asia/product/black-mid-rise-straight-fit-jeans
233,Mid Rise Straight Fit Off-White Jeans,₹859,https://assets.newme.asia/wp-content/uploads/2024/01/04082557/NM-IN-55-JNS-24-JAN-83-OFFWHITE-1.webp,https://newme.asia/product/midrise-straight-fit-offwhite-jeans
234,Darkblue Highrise Straight Jeans,₹769,https://assets.newme.asia/wp-content/uploads/2025/07/31160704849e4c57/NM-IN-56-JNS-25-JUL-21137-DARKBLUE_(1).webp,https://newme.asia/product/darkblue-highrise-straight-jeans-2
235,Black High Rise Straight Fit Jeans,₹799,https://assets.newme.asia/wp-content/uploads/2025/11/1315294073573b87/NM-IN-56-JNS-25-NOV-21920-BLACK(1).webp,https://newme.asia/product/black-high-rise-straight-fit-jeans-16
236,Light Blue High Rise Straight Fit Jeans,₹1129,https://assets.newme.asia/wp-content/uploads/2025/10/180752160a0fc849/NM-PRC-337-JNS-25-OCT-25548-LIGHTBLUE(1).webp,https://newme.asia/product/light-blue-high-rise-straight-fit-jeans-16
