product_id,title,price,image_url,url,local_image_path,garment_code,occasion_scores,boldness_scores,color_scores,formality_scores
67,Black High-Rise Colour-Blocked Pants,₹1199,https://assets.newme.asia/wp-content/uploads/2026/05/15121535040d923b/NM-PRC-345-TRS-26-MAY-33575-BLACK(1).webp,https://newme.asia/product/black-high-rise-colour-blocked-pants,product_images/66.jpg,TRS,"{""casual everyday wear"": 0.2455, ""party outfit"": 0.1, ""wedding guest outfit"": 0.0091, ""office wear"": 0.4818, ""date night outfit"": 0.1545, ""beach vacation outfit"": 0.0091}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
68,Light Grey Mid Rise Striped Pants,₹899,https://assets.newme.asia/wp-content/uploads/2026/01/141254251c64e49a/NM-IN-56-TRS-25-APR-17284-LIGHTGREY(1).webp,https://newme.asia/product/light-grey-mid-rise-striped-pants,product_images/67.jpg,TRS,"{""casual everyday wear"": 0.2455, ""party outfit"": 0.1, ""wedding guest outfit"": 0.0091, ""office wear"": 0.4818, ""date night outfit"": 0.1545, ""beach vacation outfit"": 0.0091}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.6176, ""bright bold colors"": 0.0294, ""dark moody colors"": 0.0294, ""neutral minimal colors"": 0.3235}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
69,Black Solid Relaxed Track Pants,₹1539,https://assets.newme.asia/wp-content/uploads/2025/07/232319070ee61dd4/NM-IN-56-TRS-24-NOV-11604-BLACK(1).webp,https://newme.asia/product/black-solid-relaxed-track-pants-11,product_images/68.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1796, ""semi formal outfit"": 0.301, ""casual informal outfit"": 0.5194}"
70,Khaki Solid Mid Rise Trackpants,₹829,https://assets.newme.asia/wp-content/uploads/2025/08/22070556e7e91725/NM-IN-56-TRS-24-AUG-8481-KHAKI_(1).webp,https://newme.asia/product/khaki-solid-mid-rise-trackpants,product_images/69.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.1796, ""semi formal outfit"": 0.301, ""casual informal outfit"": 0.5194}"
71,Light Grey Mid Rise Trackpants,₹1099,https://assets.newme.asia/wp-content/uploads/2025/09/1913253597ec0ed9/NM-PRC-12-TRS-25-SEP-24911-LIGHTGREY(1).webp,https://newme.asia/product/light-grey-mid-rise-trackpants,product_images/70.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.6176, ""bright bold colors"": 0.0294, ""dark moody colors"": 0.0294, ""neutral minimal colors"": 0.3235}","{""very formal outfit"": 0.1888, ""semi formal outfit"": 0.2653, ""casual informal outfit"": 0.5459}"
72,Dark Blue Mid Rise Tie-Up Trackpants,₹949,https://assets.newme.asia/wp-content/uploads/2025/10/11122247aab73786/NM-PRC-313-TRS-25-OCT-25419-DARKBLUE(1).webp,https://newme.asia/product/dark-blue-mid-rise-tie-up-trackpants,product_images/71.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1888, ""semi formal outfit"": 0.2653, ""casual informal outfit"": 0.5459}"
73,Mint Green Regular Sweatpants,₹679,https://assets.newme.asia/wp-content/uploads/2025/07/2320423605770c44/NM-IN-56-TRS-25-APR-12506-MINTGREEN(1).webp,https://newme.asia/product/mint-green-regular-sweatpants,product_images/72.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.4583, ""bright bold colors"": 0.4583, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.0417}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
75,Red Striped Mid-Rise Pants,₹1099,https://assets.newme.asia/wp-content/uploads/2026/05/22082422c25338ac/NM-PRC-345-TRS-26-MAY-33799-RED(1).webp,https://newme.asia/product/red-striped-mid-rise-pants,product_images/74.jpg,TRS,"{""casual everyday wear"": 0.2455, ""party outfit"": 0.1, ""wedding guest outfit"": 0.0091, ""office wear"": 0.4818, ""date night outfit"": 0.1545, ""beach vacation outfit"": 0.0091}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
76,Grey High Rise Monochrome Leggings,₹999,https://assets.newme.asia/wp-content/uploads/2026/05/2208245607766121/NM-PRC-344-TRS-26-MAY-33843-GREY(1).webp,https://newme.asia/product/grey-high-rise-monochrome-leggings,product_images/75.jpg,TRS,"{""casual everyday wear"": 0.4812, ""party outfit"": 0.0688, ""wedding guest outfit"": 0.0063, ""office wear"": 0.3312, ""date night outfit"": 0.1063, ""beach vacation outfit"": 0.0063}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
77,Black High-Rise Geometric Leggings,₹999,https://assets.newme.asia/wp-content/uploads/2026/05/22082416c042e1d5/NM-PRC-438-TRS-26-MAY-33771-BLACK(1).webp,https://newme.asia/product/black-high-rise-geometric-leggings-2,product_images/76.jpg,TRS,"{""casual everyday wear"": 0.4812, ""party outfit"": 0.0688, ""wedding guest outfit"": 0.0063, ""office wear"": 0.3312, ""date night outfit"": 0.1063, ""beach vacation outfit"": 0.0063}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
78,Blue Striped Mid-Rise Pants,₹1099,https://assets.newme.asia/wp-content/uploads/2026/05/22082428ff175fcd/NM-PRC-345-TRS-26-MAY-33814-BLUE(1).webp,https://newme.asia/product/blue-striped-mid-rise-pants-7,product_images/77.jpg,TRS,"{""casual everyday wear"": 0.2455, ""party outfit"": 0.1, ""wedding guest outfit"": 0.0091, ""office wear"": 0.4818, ""date night outfit"": 0.1545, ""beach vacation outfit"": 0.0091}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
79,Light Pink Leopard Print High Rise Leggings,₹999,https://assets.newme.asia/wp-content/uploads/2026/05/220822349116ca82/NM-PRC-438-TRS-26-MAY-33625-LIGHTPINK(1).webp,https://newme.asia/product/light-pink-leopard-print-high-rise-leggings,product_images/78.jpg,TRS,"{""casual everyday wear"": 0.4812, ""party outfit"": 0.0688, ""wedding guest outfit"": 0.0063, ""office wear"": 0.3312, ""date night outfit"": 0.1063, ""beach vacation outfit"": 0.0063}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.6176, ""bright bold colors"": 0.3235, ""dark moody colors"": 0.0294, ""neutral minimal colors"": 0.0294}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
80,Black Striped Mid Rise Trousers,₹1299,https://assets.newme.asia/wp-content/uploads/2026/05/2208250346bf5b08/NM-PRC-427-TRS-26-MAY-33848-BLACK(1).webp,https://newme.asia/product/black-striped-mid-rise-trousers-4,product_images/79.jpg,TRS,"{""casual everyday wear"": 0.2455, ""party outfit"": 0.1, ""wedding guest outfit"": 0.0091, ""office wear"": 0.4818, ""date night outfit"": 0.1545, ""beach vacation outfit"": 0.0091}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
81,Light Yellow Regular Sweatpants,₹549,https://assets.newme.asia/wp-content/uploads/2025/07/23204220cdde36c9/NM-IN-56-TRS-25-APR-12506-LIGHTYELLOW(1).webp,https://newme.asia/product/light-yellow-regular-sweatpants,product_images/80.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.6176, ""bright bold colors"": 0.3235, ""dark moody colors"": 0.0294, ""neutral minimal colors"": 0.0294}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
83,Black High-Rise Bootcut Pants,₹999,https://assets.newme.asia/wp-content/uploads/2025/12/03125836d93e06ab/NM-PRC-345-TRS-25-DEC-27738-BLACK(1).webp,https://newme.asia/product/black-high-rise-bootcut-pants-11,product_images/82.jpg,TRS,"{""casual everyday wear"": 0.2455, ""party outfit"": 0.1, ""wedding guest outfit"": 0.0091, ""office wear"": 0.4818, ""date night outfit"": 0.1545, ""beach vacation outfit"": 0.0091}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.3058, ""semi formal outfit"": 0.4298, ""casual informal outfit"": 0.2645}"
84,Light Grey Stripes High Rise Trackpants,₹1179,https://assets.newme.asia/wp-content/uploads/2025/05/1809284889898bf6/NM-PRC-83-TRS-25-MAR-15511-LIGHTGREY(1).webp,https://newme.asia/product/light-grey-stripes-high-rise-trackpants,product_images/83.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.6176, ""bright bold colors"": 0.0294, ""dark moody colors"": 0.0294, ""neutral minimal colors"": 0.3235}","{""very formal outfit"": 0.1888, ""semi formal outfit"": 0.2653, ""casual informal outfit"": 0.5459}"
85,Light Grey High Rise Bootcut Trackpants,₹649,https://assets.newme.asia/wp-content/uploads/2025/09/19132202b2cf6cd2/NM-PRC-345-TRS-25-SEP-24894-LIGHTGREY(1).webp,https://newme.asia/product/light-grey-high-rise-bootcut-trackpants,product_images/84.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.6176, ""bright bold colors"": 0.0294, ""dark moody colors"": 0.0294, ""neutral minimal colors"": 0.3235}","{""very formal outfit"": 0.1888, ""semi formal outfit"": 0.2653, ""casual informal outfit"": 0.5459}"
86,Maroon Highrise Trackpants,₹649,https://assets.newme.asia/wp-content/uploads/2025/08/05125730c56a6f1d/NM-IN-56-TRS-25-JUL-21116-MAROON(1).webp,https://newme.asia/product/maroon-highrise-trackpants,product_images/85.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1888, ""semi formal outfit"": 0.2653, ""casual informal outfit"": 0.5459}"
87,Beige Stripes High Rise Trackpants,₹869,https://assets.newme.asia/wp-content/uploads/2025/10/24070146d2b563f3/NM-IN-56-TRS-25-APR-17284-BEIGE(1).webp,https://newme.asia/product/beige-stripes-high-rise-trackpants-2,product_images/86.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.1888, ""semi formal outfit"": 0.2653, ""casual informal outfit"": 0.5459}"
88,Lightgrey Highrise Trackpants,₹649,https://assets.newme.asia/wp-content/uploads/2025/08/0711165962dceb44/NM-IN-56-TRS-25-JUL-21116-LIGHTGREY(1).webp,https://newme.asia/product/lightgrey-highrise-trackpants-2,product_images/87.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.7857}","{""very formal outfit"": 0.1888, ""semi formal outfit"": 0.2653, ""casual informal outfit"": 0.5459}"
89,Black Mid Rise Tie-Up Trackpants,₹969,https://assets.newme.asia/wp-content/uploads/2025/11/17063950724e7deb/NM-PRC-313-TRS-25-OCT-25415-BLACK(1).webp,https://newme.asia/product/black-mid-rise-tie-up-trackpants,product_images/88.jpg,TRS,"{""casual everyday wear"": 0.5118, ""party outfit"": 0.0647, ""wedding guest outfit"": 0.0059, ""office wear"": 0.3118, ""date night outfit"": 0.1, ""beach vacation outfit"": 0.0059}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1888, ""semi formal outfit"": 0.2653, ""casual informal outfit"": 0.5459}"
90,Blue Denim Jumpsuit,₹1399,https://assets.newme.asia/wp-content/uploads/2025/07/22124007fb45b6c6/NM-IN-56-JMP-25-MAY-16594-BLUE_(1).webp,https://newme.asia/product/blue-denim-jumpsuit,product_images/89.jpg,JMP,"{""casual everyday wear"": 0.4338, ""party outfit"": 0.1985, ""wedding guest outfit"": 0.0074, ""office wear"": 0.0809, ""date night outfit"": 0.2279, ""beach vacation outfit"": 0.0515}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1145, ""semi formal outfit"": 0.3502, ""casual informal outfit"": 0.5354}"
91,Red Solid Cut Out Detail Jumpsuit,₹749,https://assets.newme.asia/wp-content/uploads/2025/07/2323140547df451f/NM-IN-56-JMP-24-DEC-12228-RED(1).webp,https://newme.asia/product/red-solid-cut-out-detail-jumpsuit,product_images/90.jpg,JMP,"{""casual everyday wear"": 0.125, ""party outfit"": 0.4145, ""wedding guest outfit"": 0.0066, ""office wear"": 0.0724, ""date night outfit"": 0.3355, ""beach vacation outfit"": 0.0461}","{""subtle and understated outfit"": 0.5, ""bold and loud statement outfit"": 0.5}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1405, ""semi formal outfit"": 0.5124, ""casual informal outfit"": 0.3471}"
92,Black Solid Off Shoulder Jumpsuit,₹639,https://assets.newme.asia/wp-content/uploads/2025/05/28121109851c46bf/NM-IN-56-JMP-24-DEC-12230-BLACK(1).webp,https://newme.asia/product/black-solid-off-shoulder-jumpsuit,product_images/91.jpg,JMP,"{""casual everyday wear"": 0.1979, ""party outfit"": 0.2813, ""wedding guest outfit"": 0.0104, ""office wear"": 0.1146, ""date night outfit"": 0.3229, ""beach vacation outfit"": 0.0729}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1405, ""semi formal outfit"": 0.5124, ""casual informal outfit"": 0.3471}"
93,Light Blue Striped Tube Jumpsuit,₹1199,https://assets.newme.asia/wp-content/uploads/2026/02/26143347858298e9/NM-PRC-159-JMP-26-JAN-30538-LIGHTBLUE(1).webp,https://newme.asia/product/light-blue-striped-tube-jumpsuit,product_images/92.jpg,JMP,"{""casual everyday wear"": 0.1979, ""party outfit"": 0.2813, ""wedding guest outfit"": 0.0104, ""office wear"": 0.1146, ""date night outfit"": 0.3229, ""beach vacation outfit"": 0.0729}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.875, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.0417}","{""very formal outfit"": 0.1532, ""semi formal outfit"": 0.4685, ""casual informal outfit"": 0.3784}"
94,Off White Abstract Tie-Up Jumpsuit,₹1299,https://assets.newme.asia/wp-content/uploads/2026/03/121359401beb1ba0/NM-PRC-159-JMP-26-FEB-31309-OFFWHITE(1).webp,https://newme.asia/product/off-white-abstract-tie-up-jumpsuit,product_images/93.jpg,JMP,"{""casual everyday wear"": 0.1979, ""party outfit"": 0.2813, ""wedding guest outfit"": 0.0104, ""office wear"": 0.1146, ""date night outfit"": 0.3229, ""beach vacation outfit"": 0.0729}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0417, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.875}","{""very formal outfit"": 0.1532, ""semi formal outfit"": 0.4685, ""casual informal outfit"": 0.3784}"
95,Black Solid Zipper Neck Jumpsuit,₹1349,https://assets.newme.asia/wp-content/uploads/2026/01/031322212895dc00/NM-PRC-344-JMP-26-JAN-29756-BLACK(1).webp,https://newme.asia/product/black-solid-zipper-neck-jumpsuit,product_images/94.jpg,JMP,"{""casual everyday wear"": 0.1979, ""party outfit"": 0.2813, ""wedding guest outfit"": 0.0104, ""office wear"": 0.1146, ""date night outfit"": 0.3229, ""beach vacation outfit"": 0.0729}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1405, ""semi formal outfit"": 0.5124, ""casual informal outfit"": 0.3471}"
96,Black Abstract Tie-Up Jumpsuit,₹1299,https://assets.newme.asia/wp-content/uploads/2026/03/12135942d9b5fcaa/NM-PRC-159-JMP-26-FEB-31308-BLACK(1).webp,https://newme.asia/product/black-abstract-tie-up-jumpsuit,product_images/95.jpg,JMP,"{""casual everyday wear"": 0.1979, ""party outfit"": 0.2813, ""wedding guest outfit"": 0.0104, ""office wear"": 0.1146, ""date night outfit"": 0.3229, ""beach vacation outfit"": 0.0729}","{""subtle and understated outfit"": 0.0652, ""bold and loud statement outfit"": 0.9348}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1532, ""semi formal outfit"": 0.4685, ""casual informal outfit"": 0.3784}"
97,Navy Blue Solid Buttoned Jumpsuit,₹1159,https://assets.newme.asia/wp-content/uploads/2026/03/0211142214ee0020/NM-IN-56-JMP-25-NOV-26033-NAVY(0).webp,https://newme.asia/product/navy-blue-solid-buttoned-jumpsuit,product_images/96.jpg,JMP,"{""casual everyday wear"": 0.1508, ""party outfit"": 0.2143, ""wedding guest outfit"": 0.0079, ""office wear"": 0.3254, ""date night outfit"": 0.246, ""beach vacation outfit"": 0.0556}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1126, ""semi formal outfit"": 0.6093, ""casual informal outfit"": 0.2781}"
98,Light Blue Striped Cut-Out Jumpsuit,₹1499,https://assets.newme.asia/wp-content/uploads/2026/03/1310523404c0d62b/NM-PRC-12-JMP-26-MAR-31555-LIGHTBLUE(1).webp,https://newme.asia/product/light-blue-striped-cut-out-jumpsuit,product_images/97.jpg,JMP,"{""casual everyday wear"": 0.1979, ""party outfit"": 0.2813, ""wedding guest outfit"": 0.0104, ""office wear"": 0.1146, ""date night outfit"": 0.3229, ""beach vacation outfit"": 0.0729}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.875, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.0417}","{""very formal outfit"": 0.1532, ""semi formal outfit"": 0.4685, ""casual informal outfit"": 0.3784}"
99,Red Solid Balloon Sleeve Jumpsuit,₹1999,https://assets.newme.asia/wp-content/uploads/2026/04/18090811067980d5/NM-IN-56-JMP-25-DEC-29162-RED(0).webp,https://newme.asia/product/red-solid-balloon-sleeve-jumpsuit,product_images/98.jpg,JMP,"{""casual everyday wear"": 0.1979, ""party outfit"": 0.2813, ""wedding guest outfit"": 0.0104, ""office wear"": 0.1146, ""date night outfit"": 0.3229, ""beach vacation outfit"": 0.0729}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.7857, ""dark moody colors"": 0.0714, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1405, ""semi formal outfit"": 0.5124, ""casual informal outfit"": 0.3471}"
100,Dark Brown Solid Square Neck Jumpsuit,₹1399,https://assets.newme.asia/wp-content/uploads/2026/05/091730548bf29566/NM-PRC-395-JMP-26-APR-33096-DARKBROWN(1).webp,https://newme.asia/product/dark-brown-solid-square-neck-jumpsuit,product_images/99.jpg,JMP,"{""casual everyday wear"": 0.1979, ""party outfit"": 0.2813, ""wedding guest outfit"": 0.0104, ""office wear"": 0.1146, ""date night outfit"": 0.3229, ""beach vacation outfit"": 0.0729}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1405, ""semi formal outfit"": 0.5124, ""casual informal outfit"": 0.3471}"
101,Black Embellished Spaghetti Straps Jumpsuit,₹699,https://assets.newme.asia/wp-content/uploads/2025/09/151018143652f4f2/NM-IN-56-JMP-25-APR-17048-BLACK(1).webp,https://newme.asia/product/black-embellished-spaghetti-straps-jumpsuit-2,product_images/100.jpg,JMP,"{""casual everyday wear"": 0.1188, ""party outfit"": 0.2937, ""wedding guest outfit"": 0.2812, ""office wear"": 0.0688, ""date night outfit"": 0.1938, ""beach vacation outfit"": 0.0437}","{""subtle and understated outfit"": 0.1154, ""bold and loud statement outfit"": 0.8846}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.125, ""semi formal outfit"": 0.5662, ""casual informal outfit"": 0.3088}"
102,Off White Solid Buttoned Jumpsuit,₹1479,https://assets.newme.asia/wp-content/uploads/2026/03/02111421c023aa4d/NM-IN-56-JMP-26-JAN-29816-OFFWHITE(0).webp,https://newme.asia/product/off-white-solid-buttoned-jumpsuit,product_images/101.jpg,JMP,"{""casual everyday wear"": 0.1508, ""party outfit"": 0.2143, ""wedding guest outfit"": 0.0079, ""office wear"": 0.3254, ""date night outfit"": 0.246, ""beach vacation outfit"": 0.0556}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0417, ""bright bold colors"": 0.0417, ""dark moody colors"": 0.0417, ""neutral minimal colors"": 0.875}","{""very formal outfit"": 0.1126, ""semi formal outfit"": 0.6093, ""casual informal outfit"": 0.2781}"
103,Black Solid High Neck Jumpsuit,₹1199,https://assets.newme.asia/wp-content/uploads/2026/03/0610220229e8a153/NM-PRC-194-JMP-26-FEB-30896-BLACK(1).webp,https://newme.asia/product/black-solid-high-neck-jumpsuit-2,product_images/102.jpg,JMP,"{""casual everyday wear"": 0.1979, ""party outfit"": 0.2813, ""wedding guest outfit"": 0.0104, ""office wear"": 0.1146, ""date night outfit"": 0.3229, ""beach vacation outfit"": 0.0729}","{""subtle and understated outfit"": 0.8846, ""bold and loud statement outfit"": 0.1154}","{""soft muted pastel colors"": 0.0714, ""bright bold colors"": 0.0714, ""dark moody colors"": 0.7857, ""neutral minimal colors"": 0.0714}","{""very formal outfit"": 0.1405, ""semi formal outfit"": 0.5124, ""casual informal outfit"": 0.3471}"
